Timestamp                       Thread     Type        Activity             PID    TTL  
2026-04-08 20:30:25.332436+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 a4 04 00 08 a0 00 00 05 27 47 11 17
2026-04-08 20:30:25.333006+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 56 69 72 74 75 61 6c 20 6d 67 72 20 2d 20 46 57 20 76 65 72 73 69 6f 6e 20 35 2e 34 2e 33 90 00
2026-04-08 20:30:25.344080+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 1d 00 00
2026-04-08 20:30:25.344788+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 2e 01 02 03 3f 03 02 03 3f 02 04 01 98 24 66 04 01 03 05 03 05 04 03 06 02 00 00 07 01 0f 08 01 00 0d 02 03 3f 0e 02 03 3f 0a 01 00 0f 01 00 90 00
2026-04-08 20:30:25.437649+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 a4 04 00 08 a0 00 00 05 27 47 11 17
2026-04-08 20:30:25.438319+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 56 69 72 74 75 61 6c 20 6d 67 72 20 2d 20 46 57 20 76 65 72 73 69 6f 6e 20 35 2e 34 2e 33 90 00
2026-04-08 20:30:25.442715+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 1d 00 00
2026-04-08 20:30:25.443541+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 2e 01 02 03 3f 03 02 03 3f 02 04 01 98 24 66 04 01 03 05 03 05 04 03 06 02 00 00 07 01 0f 08 01 00 0d 02 03 3f 0e 02 03 3f 0a 01 00 0f 01 00 90 00
2026-04-08 20:30:25.819755+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 a4 04 00 07 a0 00 00 05 27 21 01
2026-04-08 20:30:25.821036+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 79 03 05 04 03 71 08 bd c2 7d 26 92 fd f1 28 90 00
2026-04-08 20:30:25.913891+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU -> 00 a4 00 01 00 00 0a 74 08 00 00 00 00 03 87 27 6c
2026-04-08 20:30:25.915558+0200 0x15a4ec7  Default     0x0                  21374  0    usbsmartcardreaderd: (CryptoTokenKit) [com.apple.CryptoTokenKit:APDULog] APDU <- 71 11 54 65 73 74 53 65 72 76 69 63 65 3a 55 73 65 72 31 76 05 06 00 06 c4 27 90 00
